"UC Gill Tract Weather Station"
"12/18/23 12:00 AM : 6 Month"
"","","","","","","","","","","","","","","","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower"
"2/16/24 1:15 PM","57","58","57","83","83","83","52","54","57","57","30.14","30.14","30.14","30.10","56","56","56","81","81","80","51","51","50","53","53","53","2","WSW","WSW","0.5","4","WSW","56","56","56","--","56","56","56","56","55","55","54","0.00","0.00","193","251","4.15","2","2","0.2","0.090","0.000"
"2/16/24 1:30 PM","58","58","57","83","83","83","53","55","58","58","30.14","30.14","30.14","30.10","57","57","57","79","82","79","50","51","50","53","54","53","3","SW","SW","0.9","8","WSW","56","56","56","--","57","56","57","56","56","57","56","0.00","0.00","323","346","6.95","3","3","0.3","0.084","0.000"
"2/16/24 1:45 PM","58","58","58","83","83","83","53","55","58","58","30.12","30.14","30.12","30.09","56","57","56","80","81","80","50","51","50","53","53","53","3","SW","SW","0.8","7","SW","57","56","56","--","56","56","56","55","56","56","55","0.00","0.00","321","343","6.90","2","3","0.3","0.089","0.000"
"2/16/24 2:00 PM","58","58","58","82","83","82","53","55","58","58","30.12","30.13","30.12","30.09","57","57","57","79","80","77","50","50","50","53","53","53","3","SW","WSW","0.7","7","WSW","57","57","56","0.01","56","56","56","56","55","56","55","0.00","0.00","250","274","5.38","2","2","0.2","0.086","0.000"
"2/16/24 2:15 PM","58","58","58","82","83","82","53","55","58","58","30.12","30.12","30.12","30.09","56","57","56","79","79","78","50","50","50","53","53","53","2","WSW","WSW","0.5","3","WSW","56","56","56","--","56","56","56","56","54","55","54","0.00","0.00","174","200","3.73","1","2","0.2","0.089","0.000"
"2/16/24 2:30 PM","58","58","58","82","82","82","53","55","58","58","30.11","30.12","30.11","30.07","56","57","56","78","79","78","50","50","50","53","53","53","2","WSW","SW","0.4","3","SSW","56","56","56","--","56","56","56","56","56","56","54","0.00","0.00","212","297","4.56","1","2","0.2","0.088","0.000"
"2/16/24 2:45 PM","59","59","58","81","82","81","53","55","58","58","30.10","30.10","30.10","30.06","57","58","56","78","80","76","52","52","50","54","54","53","0","SSE","SW","0.0","2","SSW","58","56","58","--","58","58","58","56","68","68","56","0.00","0.00","449","568","9.65","2","3","0.3","0.080","0.000"
"2/16/24 3:00 PM","59","59","58","81","82","81","53","56","59","59","30.11","30.11","30.10","30.07","59","59","58","76","78","75","51","52","51","54","55","54","1","WSW","W","0.3","3","WSW","59","58","58","0.01","58","58","58","58","57","69","57","0.00","0.00","391","548","8.40","2","3","0.2","0.066","0.000"
"2/16/24 3:15 PM","59","59","59","81","81","81","53","56","59","59","30.11","30.11","30.11","30.07","58","59","57","78","78","76","50","52","50","53","55","53","4","WSW","WSW","0.9","6","SW","57","57","57","--","58","57","58","57","55","57","55","0.00","0.00","159","192","3.42","1","2","0.2","0.076","0.000"
"2/16/24 3:30 PM","59","59","59","80","81","80","53","56","59","59","30.11","30.11","30.11","30.08","57","57","57","78","78","76","50","50","49","53","53","53","3","WSW","WSW","0.8","6","W","57","57","56","--","57","56","57","56","55","55","54","0.00","0.00","138","176","2.97","1","1","0.1","0.084","0.000"
"2/16/24 3:45 PM","59","59","59","80","80","80","53","55","59","59","30.11","30.11","30.11","30.08","57","57","57","77","78","77","50","50","50","53","53","53","2","WSW","WSW","0.6","4","WSW","57","57","56","--","57","56","57","56","54","55","54","0.00","0.00","156","193","3.35","1","1","0.1","0.084","0.000"
"2/16/24 4:00 PM","59","59","59","79","80","79","52","55","59","59","30.12","30.12","30.11","30.09","57","57","57","77","78","77","50","50","50","53","53","53","3","WSW","WSW","0.6","5","WSW","57","57","56","0.00","57","56","57","56","55","55","54","0.00","0.00","103","142","2.21","1","1","0.1","0.084","0.000"
"2/16/24 4:15 PM","59","59","59","78","79","78","52","55","59","59","30.12","30.12","30.12","30.09","57","57","57","76","77","76","50","50","50","53","53","53","2","WSW","WSW","0.5","4","WSW","57","57","56","--","57","56","57","56","54","55","54","0.00","0.00","95","121","2.04","1","1","0.1","0.083","0.000"
"2/16/24 4:30 PM","59","59","59","78","78","78","52","55","58","59","30.11","30.12","30.11","30.07","57","57","57","78","78","76","50","50","49","53","53","53","0","WNW","NNW","0.1","2","WSW","57","57","56","--","56","56","56","56","54","54","54","0.00","0.00","60","76","1.30","0","0","0.0","0.085","0.000"
"2/16/24 4:45 PM","59","59","59","78","78","78","52","55","58","58","30.11","30.11","30.10","30.07","57","57","57","76","77","76","50","50","50","53","53","53","0","NE","NE","0.0","2","NE","57","57","57","--","57","57","57","56","54","54","54","0.00","0.00","71","97","1.53","0","0","0.0","0.084","0.000"
"2/16/24 5:00 PM","58","59","58","78","78","78","52","55","58","58","30.11","30.11","30.10","30.07","57","57","57","77","77","77","50","50","50","53","53","53","1","ENE","ENE","0.2","3","ENE","57","57","57","0.00","57","57","57","56","54","54","54","0.00","0.00","31","40","0.67","0","0","0.0","0.082","0.000"
"2/16/24 5:15 PM","58","58","58","79","79","78","52","54","58","58","30.10","30.11","30.10","30.06","57","57","57","77","78","76","50","50","50","53","53","53","0","NE","NE","0.1","2","NE","57","57","57","--","57","57","57","56","54","54","54","0.00","0.00","19","19","0.40","0","0","0.0","0.082","0.000"
"2/16/24 5:30 PM","58","58","58","79","79","79","51","54","57","58","30.09","30.10","30.09","30.05","57","57","57","78","78","77","50","50","50","53","53","53","0","ENE","ENE","0.1","2","NE","57","57","57","--","57","57","57","56","54","54","54","0.00","0.00","13","21","0.28","0","0","0.0","0.082","0.000"
"2/16/24 5:45 PM","57","58","57","79","79","79","50","53","56","57","30.09","30.10","30.09","30.06","57","57","57","78","78","77","50","50","50","53","53","53","0","ENE","ENE","0.1","2","NE","57","57","57","--","57","57","57","57","54","54","54","0.00","0.00","6","7","0.12","0","0","0.0","0.082","0.000"
"2/16/24 6:00 PM","56","57","56","80","80","79","50","53","56","56","30.08","30.09","30.08","30.05","57","57","57","78","79","78","50","50","50","53","53","53","0","NNE","NNE","0.0","2","NNE","57","57","56","0.00","57","56","57","56","54","54","54","0.00","0.00","0","0","0.00","0","0","0.0","0.085","0.000"
"2/16/24 6:15 PM","56","56","56","81","81","80","50","52","55","56","30.08","30.09","30.08","30.05","57","57","56","80","80","78","50","50","50","53","53","53","0","NE","NE","0.0","2","NNE","56","56","56","--","56","56","56","56","53","54","53","0.00","0.00","0","0","0.00","0","0","0.0","0.087","0.000"
"2/16/24 6:30 PM","55","56","55","81","81","81","50","52","55","55","30.08","30.08","30.08","30.04","56","56","56","81","81","80","50","50","50","53","53","53","0","N","N","0.0","0","N","56","56","56","--","56","56","56","56","53","53","53","0.00","0.00","0","0","0.00","0","0","0.0","0.092","0.000"
"2/16/24 6:45 PM","55","55","55","82","82","81","50","52","55","55","30.07","30.08","30.07","30.03","56","56","56","82","82","80","50","51","50","53","53","53","0","NE","NE","0.0","2","NE","56","56","56","--","56","56","56","56","53","53","53","0.00","0.00","0","0","0.00","0","0","0.0","0.093","0.000"
"2/16/24 7:00 PM","55","55","55","82","82","82","50","52","55","55","30.08","30.08","30.07","30.04","56","56","56","82","82","82","50","51","50","53","53","53","0","WNW","NW","0.0","2","N","56","56","56","0.00","56","56","56","55","53","53","53","0.00","0.00","0","0","0.00","0","0","0.0","0.096","0.000"
"2/16/24 7:15 PM","55","55","55","83","83","82","50","52","55","55","30.08","30.08","30.07","30.04","56","56","55","84","84","82","50","51","50","52","53","52","0","N","N","0.0","0","N","55","55","55","--","56","55","56","55","52","53","52","0.00","0.00","0","0","0.00","0","0","0.0","0.099","0.000"
"2/16/24 7:30 PM","55","55","55","83","83","83","50","52","55","55","30.08","30.09","30.08","30.04","55","55","55","84","84","84","51","51","50","53","53","52","0","N","N","0.0","2","W","55","55","55","--","55","55","55","55","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.101","0.000"
"2/16/24 7:45 PM","55","55","55","84","84","83","50","52","55","55","30.07","30.08","30.07","30.04","56","56","55","84","84","83","51","51","50","53","53","53","1","E","ENE","0.3","4","ENE","56","55","55","--","56","55","56","55","53","53","52","0.00","0.00","0","0","0.00","0","0","0.0","0.097","0.000"
"2/16/24 8:00 PM","55","55","55","84","84","84","50","52","54","55","30.07","30.08","30.07","30.03","56","56","55","83","84","83","50","51","50","53","53","53","0","N","N","0.0","2","ENE","56","55","56","0.00","56","56","56","55","53","53","52","0.00","0.00","0","0","0.00","0","0","0.0","0.099","0.000"
"2/16/24 8:15 PM","54","55","54","84","84","84","50","52","54","54","30.08","30.08","30.07","30.04","56","56","56","82","83","82","50","51","50","53","53","53","0","N","N","0.1","2","E","56","56","56","--","56","56","56","55","53","53","53","0.00","0.00","0","0","0.00","0","0","0.0","0.096","0.000"
"2/16/24 8:30 PM","54","55","54","84","84","84","50","52","54","54","30.07","30.08","30.07","30.03","56","56","55","82","83","82","50","50","50","52","53","52","0","N","N","0.0","0","N","55","55","55","--","56","55","56","55","52","53","52","0.00","0.00","0","0","0.00","0","0","0.0","0.098","0.000"
"2/16/24 8:45 PM","54","54","54","84","84","84","50","52","54","54","30.07","30.07","30.07","30.03","55","56","55","83","83","82","50","50","50","52","53","52","0","NNE","NE","0.1","2","ENE","55","55","55","--","55","55","55","55","52","53","52","0.00","0.00","0","0","0.00","0","0","0.0","0.101","0.000"
"2/16/24 9:00 PM","54","54","54","85","85","84","50","52","54","54","30.08","30.08","30.06","30.04","55","55","55","83","83","83","50","50","50","52","52","52","1","WSW","WNW","0.3","4","ENE","55","55","55","0.00","55","55","55","55","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.103","0.000"
"2/16/24 9:15 PM","54","54","54","85","85","85","50","52","54","54","30.09","30.09","30.08","30.05","55","55","55","83","84","82","50","50","50","52","52","52","0","SSE","S","0.1","2","SW","55","55","55","--","55","55","55","55","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.103","0.000"
"2/16/24 9:30 PM","54","54","54","85","85","85","50","52","54","54","30.09","30.09","30.08","30.05","55","55","55","84","85","84","50","50","50","52","53","52","1","SSE","SE","0.2","2","SSE","55","55","55","--","55","55","55","55","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.104","0.000"
"2/16/24 9:45 PM","54","54","54","85","85","85","50","52","54","54","30.08","30.09","30.08","30.04","55","55","55","87","87","84","51","51","50","53","53","52","1","NW","W","0.2","2","WNW","55","55","55","--","55","55","55","55","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.105","0.000"
"2/16/24 10:00 PM","54","54","54","86","86","85","50","52","54","54","30.08","30.08","30.08","30.04","55","55","54","86","87","86","50","51","50","52","53","52","1","E","E","0.2","2","E","54","54","54","0.00","55","54","55","54","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.108","0.000"
"2/16/24 10:15 PM","54","54","54","86","86","86","50","52","54","54","30.07","30.08","30.07","30.04","54","54","54","86","87","86","50","50","50","52","52","52","0","N","N","0.0","2","E","54","54","54","--","54","54","54","54","52","52","51","0.00","0.00","0","0","0.00","0","0","0.0","0.112","0.000"
"2/16/24 10:30 PM","54","54","54","86","86","86","50","52","54","54","30.08","30.08","30.07","30.04","54","54","54","86","86","85","50","50","50","52","52","52","0","N","N","0.0","1","ENE","54","54","54","--","54","54","54","54","51","52","51","0.00","0.00","0","0","0.00","0","0","0.0","0.112","0.000"
"2/16/24 10:45 PM","54","54","54","86","86","86","50","52","54","54","30.07","30.08","30.07","30.03","54","54","54","86","86","86","50","50","50","52","52","52","0","N","N","0.0","0","N","54","54","54","--","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.115","0.000"
"2/16/24 11:00 PM","54","54","54","86","86","86","50","51","54","54","30.07","30.07","30.07","30.03","54","54","54","86","87","86","50","50","50","52","52","51","0","N","N","0.0","0","N","54","54","54","0.00","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.116","0.000"
"2/16/24 11:15 PM","54","54","54","86","86","86","50","51","54","54","30.06","30.07","30.06","30.02","54","54","54","87","87","85","50","50","49","51","52","51","0","E","E","0.1","2","E","54","54","54","--","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.116","0.000"
"2/16/24 11:30 PM","54","54","54","86","86","86","50","51","54","54","30.05","30.06","30.05","30.01","54","54","53","87","87","86","50","50","50","51","52","51","0","N","N","0.0","0","N","54","53","54","--","54","54","54","53","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.119","0.000"
"2/16/24 11:45 PM","53","54","53","87","87","86","50","51","53","54","30.05","30.05","30.04","30.02","54","54","53","87","87","86","49","50","49","51","51","51","0","SSW","S","0.1","2","ENE","53","53","53","--","54","53","54","53","51","51","50","0.00","0.00","0","0","0.00","0","0","0.0","0.120","0.000"
"2/17/24 12:00 AM","53","54","53","87","87","87","49","51","53","54","30.05","30.05","30.05","30.01","54","54","53","87","87","87","50","50","50","51","52","51","1","E","ESE","0.2","2","E","53","53","53","0.00","54","53","54","53","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.120","0.000"
"2/17/24 12:15 AM","53","53","53","87","87","87","49","51","53","53","30.04","30.05","30.03","30.00","53","53","53","87","87","87","49","50","49","51","51","51","0","E","E","0.1","2","E","53","53","53","--","53","53","53","53","50","51","50","0.00","0.00","0","0","0.00","0","0","0.0","0.123","0.000"
"2/17/24 12:30 AM","53","53","53","87","87","87","49","51","53","53","30.06","30.06","30.04","30.02","53","53","52","88","88","87","49","50","49","51","51","50","1","WSW","WSW","0.2","3","WSW","53","52","53","--","53","53","53","52","50","50","50","0.00","0.00","0","0","0.00","0","0","0.0","0.129","0.000"
"2/17/24 12:45 AM","53","53","53","87","87","87","49","51","53","53","30.04","30.06","30.04","30.00","52","53","52","88","89","88","49","49","49","50","51","50","1","SW","ESE","0.2","2","ENE","52","52","52","--","53","52","53","52","50","50","50","0.00","0.00","0","0","0.00","0","0","0.0","0.132","0.000"
"2/17/24 1:00 AM","53","53","53","87","87","87","49","51","53","53","30.06","30.06","30.04","30.02","52","52","52","88","89","88","49","49","49","50","50","50","0","NNE","NW","0.1","2","NNE","52","52","52","0.00","52","52","52","52","50","50","50","0.00","0.00","0","0","0.00","0","0","0.0","0.133","0.000"
"2/17/24 1:15 AM","53","53","53","87","87","87","49","51","53","53","30.07","30.07","30.06","30.03","52","53","52","88","88","88","49","49","49","51","51","50","2","SW","SW","0.4","4","SW","53","52","53","--","53","53","53","52","50","50","50","0.00","0.00","0","0","0.00","0","0","0.0","0.131","0.000"
"2/17/24 1:30 AM","53","53","53","87","87","87","49","51","53","53","30.07","30.07","30.07","30.03","53","54","53","88","88","88","50","50","49","51","52","51","1","SSW","SSW","0.2","3","SW","53","53","53","--","54","53","54","53","51","51","50","0.00","0.00","0","0","0.00","0","0","0.0","0.123","0.000"
"2/17/24 1:45 AM","53","53","53","88","88","87","49","51","53","53","30.06","30.07","30.06","30.03","53","53","53","89","89","88","50","50","50","51","51","51","1","E","ESE","0.3","2","E","53","53","53","--","53","53","53","53","50","51","50","0.00","0.00","0","0","0.00","0","0","0.0","0.125","0.000"
"2/17/24 2:00 AM","53","53","53","88","88","88","49","51","53","53","30.05","30.07","30.05","30.02","53","53","53","89","89","89","50","50","50","51","51","51","1","SE","ESE","0.3","4","ENE","53","53","53","0.00","53","53","53","53","50","50","50","0.00","0.00","0","0","0.00","0","0","0.0","0.127","0.000"
"2/17/24 2:15 AM","53","53","53","88","88","88","49","51","53","53","30.05","30.06","30.04","30.01","53","53","53","89","89","89","50","50","50","51","51","51","1","ENE","ENE","0.2","3","ENE","53","53","53","--","53","53","53","53","50","50","50","0.00","0.00","0","0","0.00","0","0","0.0","0.128","0.000"
"2/17/24 2:30 AM","53","53","53","88","88","88","50","51","53","53","30.03","30.05","30.03","30.00","53","53","52","90","90","89","50","50","50","51","51","51","0","N","N","0.0","0","N","53","52","53","--","53","53","53","53","50","50","50","0.00","0.00","0","0","0.00","0","0","0.0","0.128","0.000"
"2/17/24 2:45 AM","53","53","53","88","88","88","50","51","53","53","30.02","30.03","30.02","29.98","53","53","53","89","90","89","50","50","50","51","51","51","0","N","N","0.0","0","N","53","53","53","--","53","53","53","53","50","50","50","0.00","0.00","0","0","0.00","0","0","0.0","0.125","0.000"
"2/17/24 3:00 AM","53","53","53","88","88","88","50","51","53","53","30.01","30.02","30.01","29.97","53","53","53","88","89","88","50","50","50","51","51","51","0","N","N","0.0","0","N","53","53","53","0.00","53","53","53","53","50","51","50","0.00","0.00","0","0","0.00","0","0","0.0","0.123","0.000"
"2/17/24 3:15 AM","53","53","53","88","88","88","50","51","53","53","30.01","30.01","30.00","29.98","53","54","53","88","89","88","50","50","50","52","52","51","0","ENE","ESE","0.1","2","ENE","54","53","54","--","54","54","54","53","51","51","50","0.00","0.00","0","0","0.00","0","0","0.0","0.122","0.000"
"2/17/24 3:30 AM","53","53","53","88","88","88","50","51","53","53","30.00","30.01","30.00","29.97","54","54","54","88","88","88","50","50","50","52","52","51","0","ENE","E","0.1","2","ESE","54","54","54","--","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.119","0.000"
"2/17/24 3:45 AM","53","53","53","88","88","88","50","51","53","53","30.02","30.02","30.00","29.98","53","54","53","88","88","88","50","50","50","51","52","51","0","ENE","ESE","0.1","2","SSW","53","53","53","--","54","53","54","53","51","51","50","0.00","0.00","0","0","0.00","0","0","0.0","0.122","0.000"
"2/17/24 4:00 AM","53","53","53","88","88","88","50","51","53","53","30.02","30.02","30.02","29.98","54","54","53","88","88","88","50","50","50","52","52","52","1","SE","SE","0.1","2","SE","54","53","54","0.00","54","54","54","53","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.120","0.000"
"2/17/24 4:15 AM","53","53","53","88","88","88","50","51","53","53","30.01","30.02","30.01","29.98","53","54","53","88","88","88","50","50","50","52","52","51","0","NE","NE","0.1","2","NNE","54","53","54","--","54","54","54","53","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.121","0.000"
"2/17/24 4:30 AM","53","53","53","88","88","88","50","51","53","53","30.01","30.01","30.01","29.98","54","54","53","88","88","88","50","50","50","52","52","51","0","N","N","0.0","2","NNE","53","53","53","--","54","53","54","53","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.119","0.000"
"2/17/24 4:45 AM","53","53","53","88","88","88","50","51","53","53","30.02","30.02","30.01","29.98","54","54","53","88","88","87","50","50","50","52","52","52","1","SSW","SSW","0.2","2","SW","54","53","54","--","54","54","54","53","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.118","0.000"
"2/17/24 5:00 AM","53","53","53","89","89","88","50","51","53","53","30.00","30.02","30.00","29.97","54","54","54","86","89","86","50","51","50","52","52","52","1","ESE","ESE","0.2","3","ENE","54","54","54","0.00","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.116","0.000"
"2/17/24 5:15 AM","53","53","53","89","89","89","50","51","53","53","29.99","30.00","29.99","29.95","54","54","54","84","86","84","49","50","49","52","52","51","1","NE","NE","0.2","4","NE","54","54","54","--","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.115","0.000"
"2/17/24 5:30 AM","53","53","53","88","89","88","50","51","53","53","29.99","29.99","29.99","29.95","54","54","54","84","86","84","49","50","49","51","52","51","1","NE","NE","0.2","4","NE","54","54","54","--","54","54","54","54","51","52","51","0.00","0.00","0","0","0.00","0","0","0.0","0.116","0.000"
"2/17/24 5:45 AM","53","53","53","88","88","88","50","51","53","53","29.99","30.00","29.99","29.95","54","54","54","85","86","85","49","50","49","51","51","51","1","WNW","NW","0.1","2","WNW","54","54","54","--","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.118","0.000"
"2/17/24 6:00 AM","53","53","53","88","88","88","50","51","53","53","29.99","29.99","29.99","29.95","54","54","54","83","86","83","49","50","49","51","51","51","0","W","WSW","0.1","2","W","54","54","54","0.00","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.118","0.000"
"2/17/24 6:15 AM","53","53","53","88","88","88","50","51","53","53","29.98","29.99","29.98","29.95","54","54","54","83","84","82","49","49","49","51","51","51","0","S","S","0.1","2","S","54","54","54","--","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.113","0.000"
"2/17/24 6:30 AM","53","53","53","87","88","87","50","51","53","53","29.98","29.99","29.98","29.94","54","54","54","81","83","81","49","49","49","51","52","51","0","WSW","SW","0.0","2","SSW","54","54","54","--","54","54","54","54","52","52","51","0.00","0.00","0","0","0.00","0","0","0.0","0.111","0.000"
"2/17/24 6:45 AM","53","53","53","87","87","87","50","51","53","53","29.99","29.99","29.98","29.95","55","55","54","77","81","77","48","49","48","51","51","51","1","SSW","SSE","0.3","11","ESE","55","54","55","--","55","55","55","54","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.107","0.000"
"2/17/24 7:00 AM","53","53","53","87","87","87","50","51","53","53","29.99","29.99","29.99","29.95","55","56","55","76","78","75","48","48","48","51","51","51","0","S","S","0.1","3","S","55","55","55","0.00","55","55","55","55","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.101","0.000"
"2/17/24 7:15 AM","54","54","53","86","87","86","50","51","53","54","29.99","29.99","29.99","29.95","56","56","55","77","77","75","48","48","48","51","52","51","0","SSW","SSW","0.1","2","SSW","55","55","55","--","55","55","55","55","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.099","0.000"
"2/17/24 7:30 AM","54","54","53","86","86","86","49","51","53","54","30.01","30.01","29.99","29.97","55","56","55","76","77","76","48","48","48","52","52","51","0","SSW","SSW","0.1","2","S","56","55","55","--","55","55","55","55","52","52","52","0.00","0.00","3","7","0.06","0","0","0.0","0.100","0.000"
"2/17/24 7:45 AM","54","54","54","85","86","85","49","51","54","54","30.01","30.01","30.01","29.98","55","56","55","79","79","76","49","49","48","52","52","52","0","SSW","SW","0.1","2","SW","55","55","55","--","55","55","55","55","52","52","52","0.00","0.00","7","9","0.16","0","0","0.0","0.100","0.000"
"2/17/24 8:00 AM","54","54","54","85","86","85","49","51","54","54","30.02","30.02","30.01","29.98","55","55","55","82","82","79","49","49","49","52","52","52","0","SSW","SSW","0.0","2","SSW","55","55","55","0.00","55","55","55","55","52","52","52","0.00","0.00","10","12","0.22","0","0","0.0","0.103","0.000"
"2/17/24 8:15 AM","54","54","54","86","86","85","49","51","54","54","30.01","30.02","30.01","29.97","55","55","54","86","86","82","50","50","49","52","52","52","1","SW","SSW","0.1","3","SW","54","54","54","--","55","54","55","54","51","52","51","0.00","0.00","13","16","0.28","0","0","0.0","0.108","0.000"
"2/17/24 8:30 AM","54","54","54","86","86","86","50","51","53","54","30.00","30.01","30.00","29.97","54","54","54","86","88","86","49","50","49","51","52","51","0","N","N","0.0","1","S","54","54","53","--","54","53","54","53","51","51","51","0.01","0.01","16","18","0.35","0","0","0.0","0.117","0.000"
"2/17/24 8:45 AM","54","54","54","86","86","86","50","51","54","54","30.01","30.01","30.00","29.97","54","54","54","84","85","83","49","49","49","51","51","51","2","E","E","0.4","7","E","54","54","54","--","54","54","54","53","51","51","51","0.01","0.05","22","30","0.47","0","0","0.0","0.119","0.000"
"2/17/24 9:00 AM","54","54","54","87","87","86","50","51","54","54","30.00","30.01","30.00","29.97","54","54","54","84","85","84","49","49","49","51","51","51","2","E","E","0.4","5","E","54","54","54","0.00","54","54","54","53","51","51","51","0.00","0.05","24","28","0.52","0","0","0.0","0.118","0.000"
"2/17/24 9:15 AM","54","54","54","87","87","87","50","51","54","54","30.00","30.00","30.00","29.96","54","54","54","84","84","84","49","49","49","51","51","51","1","E","E","0.2","4","ESE","54","54","54","--","54","54","54","54","51","51","51","0.01","0.01","27","28","0.57","0","0","0.0","0.115","0.000"
"2/17/24 9:30 AM","54","54","53","87","87","87","50","51","54","54","30.00","30.00","30.00","29.96","54","54","54","83","84","83","49","49","49","52","52","51","1","E","E","0.3","4","ENE","54","54","54","--","54","54","54","54","52","52","51","0.00","0.01","34","46","0.74","0","0","0.0","0.113","0.000"
"2/17/24 9:45 AM","54","54","54","87","87","87","50","52","54","54","30.00","30.01","30.00","29.97","54","54","54","84","84","82","49","50","49","52","52","51","1","E","ESE","0.2","4","SSW","54","54","54","--","54","54","54","54","51","52","51","0.01","0.01","33","46","0.72","0","0","0.0","0.111","0.000"
"2/17/24 10:00 AM","54","54","54","87","87","87","50","51","54","54","29.97","30.00","29.97","29.93","54","54","54","85","85","84","50","50","49","51","52","51","3","E","E","0.6","9","ESE","54","54","54","0.00","54","54","54","54","51","52","51","0.02","0.07","28","28","0.60","0","0","0.0","0.115","0.000"
"2/17/24 10:15 AM","54","54","53","88","88","87","50","52","54","54","29.95","29.97","29.95","29.91","54","54","54","87","87","85","50","50","50","52","52","51","2","E","ESE","0.6","10","E","54","54","54","--","54","54","54","54","52","52","51","0.01","0.05","30","35","0.65","0","0","0.0","0.115","0.000"
"2/17/24 10:30 AM","54","54","53","88","88","88","50","52","54","54","29.95","29.95","29.94","29.91","54","55","54","87","88","87","51","51","50","53","53","52","1","ESE","SSW","0.4","5","SW","55","54","55","--","55","55","55","54","52","53","52","0.01","0.04","47","54","1.02","0","0","0.0","0.109","0.000"
"2/17/24 10:45 AM","54","54","54","88","88","88","50","52","54","54","29.96","29.96","29.95","29.92","55","55","55","87","87","87","52","52","51","53","53","53","2","ESE","S","0.4","9","NE","55","55","55","--","55","55","55","55","53","53","52","0.02","0.12","44","56","0.95","0","0","0.0","0.102","0.000"
"2/17/24 11:00 AM","54","54","54","88","88","88","50","52","54","54","29.98","29.99","29.96","29.94","56","56","55","85","86","85","51","52","51","53","53","53","2","SW","SSW","0.5","6","SE","56","55","55","0.00","56","55","56","55","53","53","53","0.01","0.08","37","46","0.80","0","0","0.0","0.098","0.000"
"2/17/24 11:15 AM","54","54","54","88","88","88","50","52","54","54","29.95","29.98","29.95","29.91","55","56","55","87","87","85","51","51","51","53","53","53","1","ESE","ESE","0.3","4","ESE","55","55","55","--","55","55","55","55","52","53","52","0.01","0.05","54","63","1.16","0","1","0.0","0.102","0.000"
"2/17/24 11:30 AM","54","54","54","89","89","88","51","52","54","54","29.95","29.95","29.94","29.91","55","55","55","87","87","86","51","51","51","53","53","52","2","E","E","0.4","10","ENE","55","55","55","--","55","55","55","55","53","53","52","0.01","0.05","75","100","1.62","1","1","0.1","0.106","0.000"
"2/17/24 11:45 AM","55","55","54","90","90","89","52","53","55","55","29.96","29.96","29.95","29.92","56","56","55","86","86","85","51","52","51","53","53","53","1","ESE","ESE","0.2","4","SW","56","55","56","--","56","56","56","55","53","53","53","0.00","0.05","83","107","1.79","1","1","0.1","0.098","0.000"
"2/17/24 12:00 PM","55","55","55","89","90","89","52","54","56","56","29.95","29.96","29.94","29.91","56","56","55","87","87","85","51","52","51","53","53","53","1","E","ESE","0.2","4","S","55","55","55","0.00","56","55","56","55","53","53","53","0.00","0.00","37","42","0.80","0","0","0.0","0.099","0.000"
